latent_1,latent_2,group,domain_index,candidate_id
1.9264911,-0.7345481,Development,38808.0,
1.8824267,-1.0070701,Development,38809.0,
2.0841067,-1.5179219,Development,38812.0,
2.1923046,-1.3084087,Development,38813.0,
1.6768767,-1.2019122,Development,38814.0,
1.667993,-1.2652869,Development,38815.0,
2.4142103,-1.6583934,Development,38816.0,
2.150484,-1.3661418,Development,38817.0,
1.929813,-1.2216051,Development,38818.0,
1.9809389,-1.2935362,Development,38819.0,
1.9364761,-1.2391772,Development,38820.0,
1.8910997,-1.2330208,Development,38821.0,
1.2251961,-0.91373223,Development,38822.0,
1.9559741,-1.2686954,Development,38823.0,
1.3508561,-1.148987,Development,38824.0,
1.84634,-1.5635567,Development,38825.0,
2.0570679,-1.2377763,Development,38826.0,
1.7706703,-1.5620873,Development,38827.0,
1.4638394,-1.1226794,Development,38828.0,
1.9359523,-1.2841444,Development,38829.0,
1.7421303,-0.48643768,Development,38830.0,
1.7513626,-0.30118787,Development,38831.0,
1.8282912,-0.11594789,Development,38832.0,
2.1899867,-0.28409868,Development,38833.0,
1.7675383,-0.22717975,Development,38834.0,
1.9589208,0.07672651,Development,38835.0,
1.3862288,-0.9255957,Development,38836.0,
1.768657,-1.0236621,Development,38837.0,
1.6762784,-1.2819855,Development,38838.0,
1.9010742,-1.2186873,Development,38839.0,
1.3689684,-1.1744108,Development,38840.0,
1.6901513,-1.4848082,Development,38841.0,
1.9906614,-1.3416812,Development,38842.0,
1.7766047,-0.2396393,Development,38843.0,
1.8435475,-0.17498459,Development,38844.0,
1.998758,0.10762271,Development,38845.0,
1.7849979,-1.0199027,Development,38846.0,
1.6765609,-1.2864614,Development,38847.0,
1.8048921,-1.0621779,Development,38848.0,
1.6192822,-1.1816952,Development,38849.0,
1.2369833,-0.8968742,Development,38850.0,
1.5701348,-1.2772195,Development,38851.0,
2.0991428,-1.5186021,Development,38853.0,
1.2773902,-0.89344203,Development,38854.0,
1.8242437,-1.174792,Development,38855.0,
1.6963574,-0.9972375,Development,38856.0,
1.5484574,-0.8801306,Development,38858.0,
1.6279237,-0.09536833,Development,38859.0,
1.0100088,-0.62109584,Development,38860.0,
1.4697266,-0.5805501,Development,38862.0,
2.0748675,-1.4506733,Development,38863.0,
1.599213,0.27429444,Development,38865.0,
1.5386202,0.22880974,Development,38866.0,
1.6088295,0.2877442,Development,38867.0,
1.4333982,0.09676608,Development,38868.0,
1.4294765,0.09408114,Development,38869.0,
1.4443619,0.080583155,Development,38870.0,
1.6528581,0.118706524,Development,38871.0,
1.4876313,0.1743372,Development,38872.0,
1.622367,0.4110357,Development,38874.0,
1.6037644,0.41199356,Development,38875.0,
1.7586929,0.57744145,Development,38876.0,
1.660341,0.42005318,Development,38877.0,
1.681388,0.52413654,Development,38878.0,
1.573012,0.3720992,Development,38879.0,
1.601682,0.36628452,Development,38880.0,
1.5803751,0.35312593,Development,38881.0,
1.6952356,0.48578328,Development,38882.0,
1.5856476,0.34282285,Development,38883.0,
1.686111,0.5562158,Development,38884.0,
1.6787035,0.51511383,Development,38885.0,
1.6960742,0.47896338,Development,38886.0,
1.7268472,0.5471372,Development,38887.0,
1.7033614,0.44887832,Development,38888.0,
1.5768074,0.30197248,Development,38889.0,
1.6522511,0.41580507,Development,38890.0,
1.7413447,0.5530786,Development,38891.0,
1.6470366,0.4670217,Development,38892.0,
1.6797714,0.53044814,Development,38893.0,
1.6910763,0.5150446,Development,38894.0,
1.4719398,-0.0010988228,Development,38895.0,
1.4978888,-0.11121357,Development,38896.0,
1.654327,0.06115353,Development,38897.0,
0.9964407,-0.55625725,Development,38898.0,
1.2446722,-0.29889116,Development,38899.0,
1.4268024,-0.19727568,Development,38900.0,
1.3458468,-0.15038544,Development,38901.0,
1.3466239,-0.14233424,Development,38902.0,
1.3222747,-0.19798437,Development,38903.0,
1.4899702,0.09695265,Development,38904.0,
1.4340392,-0.29815093,Development,38905.0,
1.3262948,-0.17626853,Development,38906.0,
1.5479515,0.03804402,Development,38907.0,
1.1650628,-0.46352723,Development,38908.0,
1.0100071,-0.57618827,Development,38909.0,
1.0507929,-0.6572426,Development,38910.0,
1.4229537,-0.64021033,Development,38911.0,
1.7189302,-0.885131,Development,38912.0,
1.7057209,-0.88927823,Development,38913.0,
2.0123122,-1.4268379,Development,38914.0,
1.5708567,-0.7374131,Development,38915.0,
1.2323858,-0.7133926,Development,38916.0,
1.3740392,-0.6043451,Development,38917.0,
1.1857944,-0.8129479,Development,38918.0,
1.902374,-1.2607822,Development,38919.0,
1.2759466,-0.26464644,Development,38920.0,
1.4535142,-0.7309997,Development,38921.0,
1.8571616,-0.7380471,Development,38922.0,
1.067314,-0.5918659,Development,38924.0,
1.4709922,-0.9629956,Development,38926.0,
1.911786,-1.1855597,Development,38927.0,
1.9092475,-1.2374744,Development,38928.0,
1.9009913,-1.1318166,Development,38929.0,
1.0624729,-0.6115719,Development,38931.0,
1.4627435,-0.8983332,Development,38932.0,
1.5001839,-0.79719967,Development,38933.0,
1.6371984,-0.7870563,Development,38934.0,
1.7979631,-1.081316,Development,38935.0,
1.604266,-0.719155,Development,38936.0,
1.5550221,0.007675615,Development,38937.0,
1.5621799,0.028424442,Development,38938.0,
1.0396422,-0.56913793,Development,38940.0,
1.542559,-0.9988521,Development,38941.0,
1.2679061,-0.85053754,Development,38942.0,
1.6527656,-0.6912966,Development,38943.0,
1.3420728,-0.7677313,Development,38944.0,
1.360476,-0.7572559,Development,38945.0,
1.4225954,-0.7797733,Development,38946.0,
1.424713,-0.7800983,Development,38947.0,
1.3386848,-0.5990498,Development,38949.0,
1.6577125,-0.91946477,Development,38950.0,
1.3622006,-0.62447566,Development,38951.0,
1.6558849,-0.84565717,Development,38952.0,
1.3734273,-0.6180135,Development,38953.0,
1.4340389,0.15895922,Development,38954.0,
1.4406873,0.16587402,Development,38955.0,
1.4411967,0.17970805,Development,38956.0,
1.4691143,0.19178632,Development,38957.0,
1.4389224,0.17484048,Development,38958.0,
1.4971541,0.1275977,Development,38959.0,
0.9733187,-0.58502835,Development,38960.0,
1.6858563,-0.90848815,Development,38961.0,
1.6713684,-0.87615573,Development,38962.0,
1.7533973,-0.99815226,Development,38963.0,
0.98822427,-0.5773284,Development,38964.0,
1.6487638,-0.8997872,Development,38965.0,
1.3633358,-0.891745,Development,38967.0,
1.3274337,-0.6193763,Development,38968.0,
1.0118598,-0.5570566,Development,38969.0,
0.9658767,-0.5715093,Development,38970.0,
1.3959533,-0.5733981,Development,38971.0,
1.4222178,-0.54530036,Development,38972.0,
1.6705781,-0.8344324,Development,38973.0,
1.6920296,-0.8046231,Development,38974.0,
1.8095324,0.12210064,Development,38975.0,
1.627109,-0.88222474,Development,38976.0,
1.3784214,-0.66170794,Development,38977.0,
1.4084779,-0.48501053,Development,38978.0,
1.4849782,-0.99665004,Development,38979.0,
1.8752413,-1.1563339,Development,38980.0,
1.3948597,-0.9135662,Development,38981.0,
1.5848019,-0.75763774,Development,38982.0,
1.5977879,-0.79710305,Development,38983.0,
1.0357739,-0.5859629,Development,38984.0,
1.4619797,0.13698241,Development,38985.0,
1.4549313,0.1553874,Development,38986.0,
1.0100071,-0.57618827,Development,38987.0,
2.0454137,-1.440892,Development,38989.0,
2.5436885,-0.40782076,Development,38990.0,
1.7934998,0.056306034,Development,38991.0,
1.9156286,0.58890474,Development,38993.0,
1.4465027,-1.0282965,Development,38994.0,
2.0454137,-1.440892,Development,38995.0,
1.9166812,0.57928526,Development,38996.0,
0.9852333,-0.54701996,Development,38997.0,
1.005514,-0.5740299,Development,38998.0,
0.98406804,-0.5656673,Development,38999.0,
1.7009902,0.49432784,Development,39000.0,
0.96285635,-0.5771868,Development,39001.0,
0.9940475,-0.5898384,Development,39003.0,
1.3055798,-0.5926032,Development,39004.0,
1.2295986,-0.1613059,Development,39005.0,
1.1002802,-0.4264177,Development,39006.0,
1.5710456,0.26684535,Development,39007.0,
1.7149324,0.10582107,Development,39008.0,
1.8175468,-0.06003739,Development,39009.0,
1.5931962,0.39333153,Development,39010.0,
1.666977,0.31075066,Development,39011.0,
1.8691953,0.086955085,Development,39012.0,
1.6133687,0.43066394,Development,39013.0,
1.6755435,0.34622413,Development,39014.0,
1.8710258,0.12280044,Development,39015.0,
1.5809261,-0.12200341,Development,39016.0,
1.9503535,-0.4685094,Development,39017.0,
1.8579243,-0.4082405,Development,39018.0,
1.45853,0.11062062,Development,39019.0,
1.7326354,0.64803064,Development,39020.0,
1.9206052,0.42172837,Development,39021.0,
2.090546,0.74383396,Development,39022.0,
1.4993501,0.27762967,Development,39023.0,
1.7487745,0.7178665,Development,39024.0,
1.5763052,0.19664632,Development,39025.0,
1.7731986,-0.017342204,Development,39026.0,
1.8306164,0.1270753,Development,39027.0,
1.794059,0.15433899,Development,39028.0,
1.7732458,0.012475453,Development,39029.0,
1.9636681,-0.18804525,Development,39030.0,
1.5537798,0.39671975,Development,39031.0,
1.6155301,0.41316238,Development,39032.0,
1.6857166,0.33530685,Development,39033.0,
1.8853438,0.12765908,Development,39034.0,
1.5786186,0.3903475,Development,39036.0,
1.4890039,0.28802136,Development,39037.0,
1.5937911,0.48130542,Development,39038.0,
1.8307463,0.3774005,Development,39040.0,
1.9392089,0.92281693,Development,39041.0,
1.4078676,0.118447274,Development,39042.0,
1.6437963,0.30620128,Development,39043.0,
1.5805538,0.20122983,Development,39044.0,
1.669799,0.38060245,Development,39045.0,
1.6433822,0.29947346,Development,39046.0,
1.9018264,0.26426432,Development,39047.0,
2.0083883,0.8397046,Development,39048.0,
1.8476819,0.080560915,Development,39049.0,
1.7518035,-0.00820722,Development,39050.0,
1.8639871,0.1528927,Development,39051.0,
2.102967,0.040603258,Development,39052.0,
1.4906099,0.259205,Development,39053.0,
1.6577829,0.24674144,Development,39055.0,
1.8392177,0.040624,Development,39056.0,
1.5629381,0.3232156,Development,39057.0,
1.3957596,0.1385974,Development,39058.0,
1.5335865,0.3317976,Development,39059.0,
1.4957113,0.30049145,Development,39060.0,
1.6372175,0.504429,Development,39061.0,
1.6458492,0.5790368,Development,39062.0,
1.3953506,0.13035916,Development,39063.0,
1.4029175,0.15934622,Development,39064.0,
1.6343316,0.30608523,Development,39065.0,
1.7275679,0.3932759,Development,39066.0,
1.7776916,0.009435203,Development,39067.0,
1.6157243,0.16422096,Development,39069.0,
1.4311664,0.18558975,Development,39070.0,
1.4613887,0.1532044,Development,39072.0,
1.3936878,0.13433672,Development,39073.0,
1.4588809,0.20568497,Development,39074.0,
1.473176,0.17250153,Development,39075.0,
1.5171304,0.15796739,Development,39076.0,
1.5010098,0.34778434,Development,39077.0,
1.5121045,0.34202525,Development,39078.0,
1.5870762,0.4637677,Development,39079.0,
1.4971106,0.25789773,Development,39080.0,
1.6561315,0.19028622,Development,39081.0,
1.5623385,0.45522457,Development,39082.0,
1.4636357,0.3038888,Development,39083.0,
1.5185703,0.32139254,Development,39084.0,
1.7230008,0.6178265,Development,39085.0,
1.7180622,0.6249864,Development,39086.0,
1.6220167,0.4636518,Development,39087.0,
1.6615847,0.5409733,Development,39088.0,
1.876313,0.20677474,Development,39089.0,
1.6545093,0.55309707,Development,39090.0,
1.5542697,0.3899619,Development,39091.0,
1.5454882,0.21988884,Development,39092.0,
1.63682,0.49324995,Development,39093.0,
1.6965566,0.4214425,Development,39094.0,
1.5537,0.40362772,Development,39095.0,
1.5880221,0.44182044,Development,39096.0,
1.7198763,0.60636383,Development,39097.0,
1.7684228,0.53197086,Development,39098.0,
1.8617898,0.136033,Development,39099.0,
1.5473465,0.39796,Development,39100.0,
1.6107087,0.23421577,Development,39101.0,
1.5351175,0.29749873,Development,39103.0,
1.4389417,0.27448222,Development,39104.0,
1.6716925,0.18181708,Development,39105.0,
1.7411106,0.45906293,Development,39106.0,
1.5434531,0.35408527,Development,39108.0,
1.5352887,0.32605505,Development,39109.0,
1.5258247,0.3076858,Development,39110.0,
1.6574336,-0.015503466,Development,39111.0,
1.6474513,0.6042999,Development,39112.0,
1.6778905,0.6042217,Development,39113.0,
1.6378205,0.5618232,Development,39114.0,
1.7353232,0.6506565,Development,39115.0,
1.814861,0.5285114,Development,39116.0,
1.6568719,0.5275608,Development,39117.0,
1.721523,0.63242286,Development,39118.0,
1.6322426,0.50303483,Development,39119.0,
2.083229,0.73356694,Development,39120.0,
2.00139,0.62851125,Development,39121.0,
1.5927186,0.47065547,Development,39122.0,
1.8355949,0.36147103,Development,39123.0,
1.6753776,0.39349,Development,39124.0,
1.7592604,0.5497397,Development,39125.0,
1.6805536,0.53446645,Development,39126.0,
1.8709427,0.37613228,Development,39127.0,
1.6876328,0.59440786,Development,39128.0,
1.7057296,0.64252293,Development,39129.0,
1.785301,0.5320214,Development,39130.0,
1.990667,0.3478291,Development,39131.0,
1.6631172,0.51501334,Development,39132.0,
1.490596,0.2218207,Development,39133.0,
1.8598441,0.37022838,Development,39134.0,
1.4393443,0.13854012,Development,39135.0,
1.5366366,0.13586903,Development,39136.0,
1.5654786,0.38498974,Development,39137.0,
1.6278816,0.29601082,Development,39138.0,
1.8307608,0.07094059,Development,39139.0,
1.5106391,0.0008878,Development,39140.0,
1.5029566,0.009500667,Development,39141.0,
1.5791744,0.4524298,Development,39143.0,
1.7016433,0.5484316,Development,39144.0,
1.4390393,0.15369174,Development,39145.0,
1.5584538,0.30770364,Development,39146.0,
1.6438658,0.30477998,Development,39147.0,
1.8304629,0.38723314,Development,39148.0,
1.5082761,0.093612894,Development,39149.0,
1.6295034,0.21687214,Development,39150.0,
1.8388118,0.108959585,Development,39151.0,
1.9673556,0.22908008,Development,39152.0,
1.7262572,-0.14303571,Development,39153.0,
1.8581711,0.027563594,Development,39154.0,
1.6093836,0.46993598,Development,39155.0,
1.5424607,0.3576965,Development,39156.0,
1.687304,0.2577971,Development,39158.0,
1.7133238,0.5730459,Development,39159.0,
1.7564074,0.15938061,Development,39160.0,
1.779277,0.49045956,Development,39161.0,
1.9770182,-0.031805854,Development,39162.0,
1.5955964,0.42907697,Development,39163.0,
1.465445,0.31580046,Development,39164.0,
1.5286132,0.35118327,Development,39165.0,
1.5158195,0.2709041,Development,39166.0,
1.7018577,0.59448844,Development,39167.0,
1.5305022,0.30478555,Development,39168.0,
1.5908085,0.47512805,Development,39169.0,
1.4434453,0.26746413,Development,39170.0,
1.5147468,0.3138466,Development,39171.0,
1.5075023,0.24724078,Development,39172.0,
1.6620779,0.5179597,Development,39173.0,
1.469909,0.30220118,Development,39174.0,
1.6806899,0.6013331,Development,39175.0,
1.749946,0.49959528,Development,39176.0,
1.5349817,0.2601642,Development,39178.0,
1.5317898,0.056513578,Development,39179.0,
1.5509773,0.0029067248,Development,39180.0,
1.4566138,-0.07302802,Development,39181.0,
1.5111262,0.26390737,Development,39182.0,
1.5157181,0.0843353,Development,39183.0,
1.5578285,0.28531578,Development,39184.0,
1.6215702,0.111217886,Development,39185.0,
1.6168845,0.36581436,Development,39186.0,
1.9863372,0.51472986,Development,39187.0,
1.5679778,0.29242858,Development,39188.0,
1.6787717,0.17183053,Development,39189.0,
1.6670778,0.598129,Development,39190.0,
1.7285047,0.49464607,Development,39191.0,
1.5223622,0.28445503,Development,39192.0,
1.592037,0.19349885,Development,39193.0,
1.6311046,0.5092605,Development,39194.0,
1.7105321,0.4054518,Development,39195.0,
1.702448,0.58835393,Development,39196.0,
1.7730278,0.49953866,Development,39197.0,
1.9739401,0.2898505,Development,39198.0,
1.7324522,0.5882097,Development,39199.0,
1.9535227,0.2643876,Development,39200.0,
1.5684156,0.29948065,Development,39201.0,
1.6413751,0.21465443,Development,39202.0,
1.5280138,0.2716465,Development,39203.0,
1.4927555,0.082385674,Development,39204.0,
1.1618485,-0.65555644,Development,39205.0,
1.8368334,-1.1283263,Development,39206.0,
1.5473647,-0.83937496,Development,39207.0,
1.609174,-0.78320277,Development,39208.0,
1.2901678,-0.44115895,Development,39209.0,
1.5315032,0.35444978,Development,39210.0,
1.0795559,-0.33757478,Development,39211.0,
1.8919704,-1.0736212,Development,39212.0,
1.2687268,-0.430597,Development,39213.0,
2.151711,-1.0108392,Development,39214.0,
1.3194423,-0.4287027,Development,39215.0,
1.5401791,-0.8241996,Development,39217.0,
1.5798783,-0.86669785,Development,39218.0,
1.6477287,-0.9494354,Development,39219.0,
1.2957182,-0.44584632,Development,39220.0,
1.8363845,-0.9655253,Development,39221.0,
1.5352168,-0.8431749,Development,39222.0,
1.6241153,-0.9601808,Development,39223.0,
1.5807858,-0.7254617,Development,39224.0,
1.6857197,0.6935279,Development,39227.0,
1.4253554,0.731576,Development,39228.0,
1.7434123,-0.079554275,Development,39229.0,
2.0240371,0.9353886,Development,39230.0,
1.1850421,0.34354755,Development,39231.0,
1.4790314,-0.89041585,Development,39232.0,
2.1205008,-1.057013,Development,39233.0,
1.5311743,-0.95166785,Development,39234.0,
1.8495346,-1.2120045,Development,39235.0,
1.3776265,-0.7304658,Development,39236.0,
2.2367573,-1.4159964,Development,39237.0,
2.1613657,-1.2610252,Development,39238.0,
0.9346681,-0.3976064,Development,39239.0,
1.6854255,-0.98659086,Development,39240.0,
1.6762743,-0.9572961,Development,39241.0,
1.6451157,-1.0216501,Development,39244.0,
1.78852,-1.1502019,Development,39246.0,
1.6791186,-1.0484197,Development,39247.0,
1.8999217,-1.1446582,Development,39248.0,
1.963869,-1.2943941,Development,39249.0,
1.9712131,-1.2413744,Development,39250.0,
1.6655847,-0.99470115,Development,39251.0,
1.6552804,-0.94525474,Development,39252.0,
1.6254263,-1.1290976,Development,39255.0,
1.6976851,-1.0607053,Development,39256.0,
1.0242538,-0.56576234,Development,39257.0,
1.6818767,-1.1650996,Development,39258.0,
1.6618013,-1.0371351,Development,39259.0,
1.3633995,-0.5113419,Development,39260.0,
1.1328526,-0.6898081,Development,39261.0,
1.3297665,-0.5270853,Development,39262.0,
1.6167666,-0.91696155,Development,39263.0,
1.4901738,-0.5872589,Development,39264.0,
1.4117764,-0.7168643,Development,39265.0,
1.0377208,-0.6500713,Development,39266.0,
1.1562002,-0.4687073,Development,39268.0,
0.93823993,-0.40601695,Development,39269.0,
1.1708546,-0.6084142,Development,39270.0,
2.3220801,-1.5571874,Development,39271.0,
1.4986316,-0.8570013,Development,39272.0,
1.6539092,-1.1270914,Development,39273.0,
1.5720617,-1.0356636,Development,39274.0,
0.7685684,-0.34702617,Development,39275.0,
1.6014832,-0.97349083,Development,39276.0,
1.4415301,0.6383968,Development,39277.0,
2.1373534,1.3376915,Development,39278.0,
1.7490077,0.6840551,Development,39279.0,
1.1612209,-0.61104906,Development,39280.0,
1.4653528,-0.98548716,Development,39281.0,
1.0558603,-0.59831834,Development,39282.0,
1.008954,-0.5617517,Development,39283.0,
1.722996,-0.84669846,Development,39284.0,
1.0628968,-0.30486572,Development,39285.0,
1.0643245,-0.3249855,Development,39286.0,
1.3819271,-0.5623618,Development,39288.0,
1.3907592,-0.58013195,Development,39289.0,
1.3411294,-0.62917393,Development,39290.0,
0.9652272,-0.5640792,Development,39291.0,
1.0585546,-0.6433596,Development,39292.0,
0.9668795,-0.54930234,Development,39293.0,
0.7391089,-0.33480346,Development,39294.0,
1.3273207,-0.5969185,Development,39295.0,
1.0283344,-0.31912917,Development,39296.0,
1.0967643,-0.295451,Development,39297.0,
1.0299697,-0.3105886,Development,39299.0,
1.049787,-0.30561414,Development,39301.0,
1.0519637,-0.2902914,Development,39302.0,
1.4935188,-0.67502767,Development,39303.0,
1.5300025,-0.69110197,Development,39304.0,
1.2279668,-0.42916256,Development,39305.0,
1.3632492,-0.5748392,Development,39307.0,
1.0506936,-0.32578382,Development,39308.0,
1.0641143,-0.3301062,Development,39309.0,
1.0846084,-0.34781453,Development,39310.0,
1.1098562,-0.2838809,Development,39312.0,
1.1123195,-0.3230131,Development,39313.0,
1.0699809,-0.30264333,Development,39314.0,
1.1592994,-0.3816461,Development,39315.0,
1.0986301,-0.30763978,Development,39316.0,
1.3451548,-0.5849867,Development,39317.0,
1.8049394,-0.9431866,Development,39318.0,
1.5695331,-0.7051866,Development,39319.0,
1.4877605,-0.69596416,Development,39320.0,
1.7087855,-0.8292971,Development,39323.0,
1.358299,-0.6021641,Development,39324.0,
1.3694797,-0.5984862,Development,39325.0,
1.327771,-0.593897,Development,39328.0,
1.3342266,-0.6158425,Development,39329.0,
1.8855467,-1.0424279,Development,39330.0,
1.8913789,-1.2327214,Development,39331.0,
1.6059484,-0.73910517,Development,39332.0,
1.8489809,-1.1966318,Development,39333.0,
1.710664,-0.95400953,Development,39334.0,
1.7962564,-1.0138764,Development,39335.0,
1.785322,-1.0706314,Development,39336.0,
1.6900098,-0.91493016,Development,39337.0,
1.4030803,-0.58652383,Development,39339.0,
1.4587212,-0.689432,Development,39340.0,
1.3522652,-0.6185471,Development,39341.0,
1.4115344,-0.5819343,Development,39342.0,
2.1047227,-0.522725,Development,39343.0,
1.2268735,-0.039323036,Development,39344.0,
1.2231745,-0.3738051,Development,39346.0,
1.3917946,-0.66469115,Development,39347.0,
1.4101533,-0.6586573,Development,39348.0,
1.0676342,-0.3559124,Development,39349.0,
1.0810039,-0.30501908,Development,39350.0,
1.0696117,-0.35544857,Development,39352.0,
1.2863119,-0.025102893,Development,39353.0,
1.1252544,-0.3358769,Development,39354.0,
1.0828516,-0.30814347,Development,39355.0,
1.1418428,-0.635794,Development,39356.0,
1.3571091,-0.44109368,Development,39357.0,
1.1314477,-0.37801826,Development,39358.0,
1.5192797,-0.6983063,Development,39359.0,
1.0696217,-0.349952,Development,39360.0,
1.0925153,-0.33197257,Development,39361.0,
1.3389827,-0.63400406,Development,39362.0,
1.0384924,-0.35342464,Development,39364.0,
0.82949984,-0.39342478,Development,39365.0,
0.95972276,-0.5665474,Development,39366.0,
0.66844505,-0.2838923,Development,39367.0,
1.1521893,-0.39573738,Development,39370.0,
1.1714959,-0.37270284,Development,39371.0,
1.4116856,-0.68876714,Development,39372.0,
1.1162602,-0.4040095,Development,39373.0,
1.1093402,-0.4016471,Development,39375.0,
1.0570117,-0.64765334,Development,39376.0,
1.287283,-0.84320396,Development,39377.0,
1.312313,-0.88745457,Development,39378.0,
0.9639902,-0.5599413,Development,39380.0,
1.0104774,-0.58633655,Development,39381.0,
1.072396,-0.6239827,Development,39382.0,
1.0367271,-0.54198056,Development,39383.0,
1.0799447,-0.69784015,Development,39384.0,
0.87966543,0.01108915,Development,39385.0,
1.1704937,-0.64964163,Development,39386.0,
0.7193341,-0.30757457,Development,39387.0,
0.737828,-0.25471303,Development,39388.0,
0.74312294,-0.27748245,Development,39389.0,
0.71628994,-0.3045427,Development,39390.0,
0.7759936,-0.29078665,Development,39391.0,
1.3830943,0.19454695,Development,39393.0,
1.8431256,0.65567005,Development,39394.0,
1.5518347,0.41658875,Development,39395.0,
1.5017397,0.31530172,Development,39396.0,
1.2016561,-0.015184283,Development,39397.0,
1.2223725,0.02068038,Development,39398.0,
0.8730731,-0.0044718124,Development,39399.0,
1.8324709,0.74464774,Development,39401.0,
1.8298337,1.01651,Development,39402.0,
1.1618747,0.3943432,Development,39403.0,
1.1348789,0.3366792,Development,39404.0,
0.85634965,0.018877476,Development,39405.0,
1.9585693,-1.1723541,Development,39406.0,
0.7843746,-0.36285055,Development,39407.0,
1.1679387,-0.67694247,Development,39409.0,
1.4404225,-0.63824874,Development,39411.0,
1.3814765,-0.5424742,Development,39413.0,
1.3526924,-0.5505518,Development,39414.0,
1.6320217,-0.8714515,Development,39415.0,
1.0192635,-0.31993398,Development,39418.0,
1.483061,-0.3523084,Development,39419.0,
1.8117185,-0.6808885,Development,39420.0,
1.0662428,-0.34917256,Development,39421.0,
1.0797836,-0.30636263,Development,39422.0,
1.1276095,-0.38562092,Development,39423.0,
1.3564914,-0.53615075,Development,39424.0,
1.1922815,-0.42521754,Development,39426.0,
1.1803932,-0.42475572,Development,39427.0,
2.044232,-0.3027984,Development,39428.0,
1.3887902,-0.62340415,Development,39429.0,
1.3267844,-0.56308895,Development,39430.0,
1.513142,-0.6995556,Development,39432.0,
1.1925781,-0.5025814,Development,39433.0,
1.2412639,-0.39408562,Development,39434.0,
1.0524809,-0.3561328,Development,39436.0,
1.4436691,-0.7044474,Development,39438.0,
1.3354754,-0.5814003,Development,39439.0,
1.6622597,-1.010814,Development,39440.0,
0.7706219,-0.33900136,Development,39441.0,
1.1225977,-0.32516086,Development,39442.0,
1.3835673,-0.42343628,Development,39443.0,
1.8524724,-0.8052312,Development,39444.0,
1.5435119,-0.9148679,Development,39445.0,
0.8133984,-0.38507733,Development,39446.0,
1.1388015,0.43997085,Development,39447.0,
1.2393,-0.4316266,Development,39448.0,
1.2393,-0.4316266,Development,39449.0,
1.2393,-0.4316266,Development,39450.0,
1.8416789,-1.2008002,Development,39452.0,
1.5576271,-0.9346665,Development,39453.0,
1.6260761,-1.1066427,Development,39454.0,
1.0471319,-0.5425173,Development,39455.0,
0.8247457,-0.290974,Development,39456.0,
1.355772,-0.5979209,Development,39457.0,
0.7760498,-0.02986905,Development,39458.0,
1.279704,0.13479584,Development,39459.0,
1.2868619,0.15554468,Development,39460.0,
1.5589786,-0.026683293,Development,39461.0,
1.3730752,0.4580229,Development,39462.0,
1.4430043,0.642575,Development,39463.0,
1.5838052,0.75278383,Development,39464.0,
1.663717,-0.1067629,Development,39465.0,
1.279704,0.13479584,Development,39466.0,
1.2868619,0.15554468,Development,39467.0,
1.4035292,0.4874512,Development,39469.0,
1.3730752,0.4580229,Development,39470.0,
1.4276142,0.59484345,Development,39471.0,
1.0553474,-0.27688882,Development,39473.0,
0.696259,-0.25225887,Development,39474.0,
0.71929395,-0.33549216,Development,39477.0,
1.2094095,-0.6228769,Development,39480.0,
1.5575196,-0.73370373,Development,39482.0,
0.6834516,-0.2747033,Development,39483.0,
0.87028974,-0.21347211,Development,39485.0,
0.9591386,-0.56547225,Development,39486.0,
0.67876524,-0.26634842,Development,39487.0,
0.6684275,-0.26852766,Development,39489.0,
0.6854945,-0.26820248,Development,39490.0,
0.6817538,-0.27774376,Development,39491.0,
0.6665568,-0.26791352,Development,39492.0,
0.7486651,-0.3187498,Development,39493.0,
0.6669985,-0.27425346,Development,39494.0,
0.6748932,-0.2779821,Development,39495.0,
0.69858444,-0.30436215,Development,39496.0,
0.67670655,-0.24669474,Development,39497.0,
0.69402456,-0.27190763,Development,39499.0,
0.96052617,-0.5411686,Development,39501.0,
0.6784642,-0.2867882,Development,39502.0,
0.67203116,-0.27521205,Development,39503.0,
0.87047124,0.015909607,Development,39504.0,
0.7236214,-0.1953905,Development,39505.0,
0.9971691,-0.30783474,Development,39506.0,
1.1145213,-0.20124094,Development,39507.0,
1.3485271,-0.5375578,Development,39508.0,
1.154487,-0.31905118,Development,39510.0,
0.74463725,-0.15712732,Development,39512.0,
0.8982666,0.13425726,Development,39513.0,
0.9399978,0.15898292,Development,39514.0,
0.9108645,0.13482073,Development,39515.0,
0.92993563,0.13444373,Development,39516.0,
0.77032083,-0.16260411,Development,39518.0,
0.7402799,-0.16656543,Development,39520.0,
0.7985585,-0.14500286,Development,39521.0,
0.7722697,-0.13483879,Development,39522.0,
0.7702291,-0.14098836,Development,39523.0,
1.0251029,-0.42145407,Development,39524.0,
1.0388455,-0.42104042,Development,39525.0,
1.3094714,0.7217564,Development,39527.0,
1.5082632,0.53601044,Development,39528.0,
1.5677351,0.42339882,Development,39529.0,
1.7699815,0.20069408,Development,39530.0,
1.6794916,0.8497352,Development,39531.0,
1.8148645,0.62530327,Development,39532.0,
1.9439138,0.5348014,Development,39533.0,
1.262141,0.70103467,Development,39534.0,
1.3830247,0.6771093,Development,39535.0,
1.5472449,0.39434692,Development,39536.0,
1.1256369,0.49984407,Development,39537.0,
1.2255819,0.4273516,Development,39538.0,
1.4196441,0.19339028,Development,39539.0,
