column_index,column_name,column_role,feature_block,dtype,unit,description,source,missing_value_encoding,missing_count,missing_fraction,selected_final_D_tabular,selected_final_D_xgboost,selected_final_P_lightgbm
1399,cheap__v4__v4_gast_q_N_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,count,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_N_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1400,cheap__v4__v4_gast_q_O_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_O_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1401,cheap__v4__v4_gast_q_O_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_O_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1402,cheap__v4__v4_gast_q_O_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_O_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1403,cheap__v4__v4_gast_q_O_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_O_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1404,cheap__v4__v4_gast_q_F_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_F_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1405,cheap__v4__v4_gast_q_F_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_F_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1406,cheap__v4__v4_gast_q_F_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_F_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1407,cheap__v4__v4_gast_q_F_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_F_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1408,cheap__v4__v4_gast_q_Si_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Si_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1409,cheap__v4__v4_gast_q_Si_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Si_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1410,cheap__v4__v4_gast_q_Si_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Si_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1411,cheap__v4__v4_gast_q_Si_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Si_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1412,cheap__v4__v4_gast_q_P_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_P_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1413,cheap__v4__v4_gast_q_P_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_P_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1414,cheap__v4__v4_gast_q_P_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_P_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1415,cheap__v4__v4_gast_q_P_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_P_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1416,cheap__v4__v4_gast_q_S_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_S_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1417,cheap__v4__v4_gast_q_S_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_S_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1418,cheap__v4__v4_gast_q_S_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_S_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1419,cheap__v4__v4_gast_q_S_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_S_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1420,cheap__v4__v4_gast_q_Cl_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Cl_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1421,cheap__v4__v4_gast_q_Cl_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Cl_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1422,cheap__v4__v4_gast_q_Cl_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Cl_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1423,cheap__v4__v4_gast_q_Cl_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Cl_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1424,cheap__v4__v4_gast_q_Br_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Br_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1425,cheap__v4__v4_gast_q_Br_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Br_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1426,cheap__v4__v4_gast_q_Br_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Br_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1427,cheap__v4__v4_gast_q_Br_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast_q_Br_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1428,cheap__v4__v4_mmffq_q_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1429,cheap__v4__v4_mmffq_q_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1430,cheap__v4__v4_mmffq_q_range,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_range,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1431,cheap__v4__v4_mmffq_q_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1432,cheap__v4__v4_mmffq_q_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1433,cheap__v4__v4_mmffq_q_pos_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_pos_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1434,cheap__v4__v4_mmffq_q_neg_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_neg_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1435,cheap__v4__v4_mmffq_q_heavy_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_heavy_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1436,cheap__v4__v4_mmffq_q_heavy_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_heavy_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1437,cheap__v4__v4_mmffq_q_C_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_C_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1438,cheap__v4__v4_mmffq_q_C_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_C_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1439,cheap__v4__v4_mmffq_q_C_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_C_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1440,cheap__v4__v4_mmffq_q_C_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_C_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1441,cheap__v4__v4_mmffq_q_N_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,count,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_N_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1442,cheap__v4__v4_mmffq_q_N_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,count,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_N_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1443,cheap__v4__v4_mmffq_q_N_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,count,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_N_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1444,cheap__v4__v4_mmffq_q_N_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,count,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_N_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1445,cheap__v4__v4_mmffq_q_O_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_O_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1446,cheap__v4__v4_mmffq_q_O_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_O_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1447,cheap__v4__v4_mmffq_q_O_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_O_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1448,cheap__v4__v4_mmffq_q_O_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_O_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1449,cheap__v4__v4_mmffq_q_F_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_F_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1450,cheap__v4__v4_mmffq_q_F_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_F_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1451,cheap__v4__v4_mmffq_q_F_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_F_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1452,cheap__v4__v4_mmffq_q_F_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_F_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1453,cheap__v4__v4_mmffq_q_Si_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Si_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1454,cheap__v4__v4_mmffq_q_Si_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Si_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1455,cheap__v4__v4_mmffq_q_Si_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Si_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1456,cheap__v4__v4_mmffq_q_Si_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Si_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1457,cheap__v4__v4_mmffq_q_P_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_P_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1458,cheap__v4__v4_mmffq_q_P_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_P_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1459,cheap__v4__v4_mmffq_q_P_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_P_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1460,cheap__v4__v4_mmffq_q_P_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_P_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1461,cheap__v4__v4_mmffq_q_S_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_S_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1462,cheap__v4__v4_mmffq_q_S_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_S_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1463,cheap__v4__v4_mmffq_q_S_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_S_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1464,cheap__v4__v4_mmffq_q_S_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_S_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1465,cheap__v4__v4_mmffq_q_Cl_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Cl_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1466,cheap__v4__v4_mmffq_q_Cl_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Cl_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1467,cheap__v4__v4_mmffq_q_Cl_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Cl_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1468,cheap__v4__v4_mmffq_q_Cl_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Cl_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1469,cheap__v4__v4_mmffq_q_Br_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Br_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1470,cheap__v4__v4_mmffq_q_Br_abs_sum,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Br_abs_sum,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1471,cheap__v4__v4_mmffq_q_Br_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Br_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1472,cheap__v4__v4_mmffq_q_Br_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_mmffq_q_Br_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1473,cheap__v4__v4_embed_ok,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_embed_ok,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1474,cheap__v4__v4_raw_n_confs,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,count,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_raw_n_confs,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1475,cheap__v4__v4_gast3d_n_confs,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,count,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_n_confs,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1476,cheap__v4__v4_gast3d_energy_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_energy_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1477,cheap__v4__v4_gast3d_energy_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_energy_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1478,cheap__v4__v4_gast3d_energy_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_energy_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1479,cheap__v4__v4_gast3d_energy_range,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_energy_range,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1480,cheap__v4__v4_gast3d_abs_charge_moment1_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment1_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1481,cheap__v4__v4_gast3d_abs_charge_moment1_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment1_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1482,cheap__v4__v4_gast3d_abs_charge_moment1_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment1_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1483,cheap__v4__v4_gast3d_abs_charge_moment1_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment1_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
